,accuracy,loss,val_accuracy,val_loss
0,0.3020344376564026,1.927714467048645,0.38749998807907104,1.6655954122543335
1,0.4162754416465759,1.5945950746536255,0.4124999940395355,1.6288903951644897
2,0.45696401596069336,1.5111920833587646,0.4312500059604645,1.4988800287246704
3,0.4757433533668518,1.4528400897979736,0.48750001192092896,1.4629065990447998
4,0.48982784152030945,1.4100267887115479,0.5062500238418579,1.3921372890472412
5,0.48826292157173157,1.4181855916976929,0.42500001192092896,1.4844404458999634
6,0.5070422291755676,1.3604607582092285,0.4312500059604645,1.511918306350708
7,0.48356807231903076,1.388728380203247,0.4625000059604645,1.4248045682907104
8,0.5164319276809692,1.3519829511642456,0.4937500059604645,1.4651731252670288
9,0.5195618271827698,1.2874733209609985,0.5249999761581421,1.3049745559692383
